course_id,course_title,subject,level,num_subscribers,num_reviews,price,content_duration,combined_features
769340,торговля опционами как заработать на волатильности,business finance,all levels,20,5,150,2.0,торговля опционами как заработать на волатильности business finance all levels
737182,estrategias de inversión aplicadas al mundo del trading,business finance,all levels,9,2,20,3.0,estrategias de inversión aplicadas al mundo del trading business finance all levels
960786,バイナリーオプション取引,business finance,all levels,29,3,85,0.65,バイナリーオプション取引 business finance all levels
657050,caza los enormes movimientos del mercado,business finance,all levels,6,2,20,1.5,caza los enormes movimientos del mercado business finance all levels
1196700,le basi del trading online,business finance,beginner level,7,1,45,3.5,le basi del trading online business finance beginner level
1137310,自分に合った投資信託を見つけよう,business finance,beginner level,859,49,25,2.0,自分に合った投資信託を見つけよう business finance beginner level
632368,monatlich geld anlegen für später,business finance,beginner level,5983,135,30,0.6166666666666667,monatlich geld anlegen für später business finance beginner level
571730,invierte en la bolsa mexicana y de usa,business finance,beginner level,1673,547,200,5.5,invierte en la bolsa mexicana y de usa business finance beginner level
720994,gestão financeira para pequenas e médias empresas,business finance,all levels,1284,230,115,4.5,gestão financeira para pequenas e médias empresas business finance all levels
1080466,curso completo de bitcoin ganhe 0.00005 bitcoin,business finance,all levels,394,109,30,5.5,curso completo de bitcoin ganhe 0.00005 bitcoin business finance all levels
907416,tudo sobre investimentos em renda fixa,business finance,all levels,689,145,45,2.0,tudo sobre investimentos em renda fixa business finance all levels
1062144,aprende a invertir sin capital,business finance,beginner level,649,37,130,1.5,aprende a invertir sin capital business finance beginner level
1097486,apprendre à trader sur le marché du forex guide complet,business finance,beginner level,187,47,140,3.0,apprendre à trader sur le marché du forex guide complet business finance beginner level
396890,introducción a las finanzas,business finance,beginner level,1798,40,30,1.5,introducción a las finanzas business finance beginner level
945194,finanzielle unabhängigkeit 1 erste schritte zur million,business finance,beginner level,465,51,20,1.0,finanzielle unabhängigkeit 1 erste schritte zur million business finance beginner level
598846,forex para principiantes ejemplos en vivo de trading real,business finance,beginner level,813,94,140,5.0,forex para principiantes ejemplos en vivo de trading real business finance beginner level
950750,finanzielle unabhängigkeit 3 millionär werden mit immobilien,business finance,expert level,326,23,20,1.0,finanzielle unabhängigkeit 3 millionär werden mit immobilien business finance expert level
740764,introduction to health financing,business finance,beginner level,26,1,85,2.0,introduction to health financing business finance beginner level
739972,accounting cycle learn the concepts in 60 minutes,business finance,all levels,26,3,20,1.0,accounting cycle learn the concepts in 60 minutes business finance all levels
464002,optimize make best decisions with microsoft excel,business finance,expert level,28,3,20,1.0,optimize make best decisions with microsoft excel business finance expert level
343818,understanding the stock market for beginners,business finance,beginner level,122,2,25,7.5,understanding the stock market for beginners business finance beginner level
434100,cfa level 1 2014 fi,business finance,all levels,149,0,40,4.5,cfa level 1 2014 fi business finance all levels
158140,9. sinking funds,business finance,all levels,205,1,20,1.0,9. sinking funds business finance all levels
1141708,managerial accounting the ultimate beginner course,business finance,beginner level,11,0,100,11.0,managerial accounting the ultimate beginner course business finance beginner level
1240408,forex trading for beginners vol 1 a forex course made simple,business finance,beginner level,3,0,175,1.0,forex trading for beginners vol 1 a forex course made simple business finance beginner level
557208,accounting basic costing,business finance,beginner level,108,2,40,3.5,accounting basic costing business finance beginner level
1178150,double your salary with free local job training courses,business finance,all levels,8,1,20,1.0,double your salary with free local job training courses business finance all levels
93850,financial modeling facebook case study,business finance,all levels,9,3,25,1.5,financial modeling facebook case study business finance all levels
429080,understanding financial derivatives,business finance,intermediate level,16,1,20,2.0,understanding financial derivatives business finance intermediate level
914164,forex basics learn how to read and analyze forex charts,business finance,beginner level,11,0,195,4.5,forex basics learn how to read and analyze forex charts business finance beginner level
876898,forex help i cant trade,business finance,all levels,12,0,200,2.0,forex help i cant trade business finance all levels
877968,start up financial modeling for non finance professionals,business finance,all levels,11,0,20,4.0,start up financial modeling for non finance professionals business finance all levels
1230950,the fast route to a faster financial close,business finance,intermediate level,2,0,50,1.5,the fast route to a faster financial close business finance intermediate level
953432,easy finance for startups,business finance,beginner level,9,4,50,0.6666666666666666,easy finance for startups business finance beginner level
872204,excel 4 accounting bookkeeping master date time text,business finance,all levels,15,1,35,1.0,excel 4 accounting bookkeeping master date time text business finance all levels
1027678,depreciation amortization and depletion,business finance,intermediate level,7,1,25,1.0,depreciation amortization and depletion business finance intermediate level
304420,breakeven analysis and pricing,business finance,all levels,27,2,20,1.0,breakeven analysis and pricing business finance all levels
1078254,tally erp complete training in urdu hindi,business finance,all levels,5,2,30,5.0,tally erp complete training in urdu hindi business finance all levels
1193288,accounting simplified,business finance,all levels,3,0,30,8.5,accounting simplified business finance all levels
1106148,series 7 intermediate options,business finance,intermediate level,5,0,55,1.0,series 7 intermediate options business finance intermediate level
1029322,accounting and business basics,business finance,all levels,5,0,200,2.0,accounting and business basics business finance all levels
676650,corso introduttivo al trading profittevole,business finance,beginner level,132,9,20,1.0,corso introduttivo al trading profittevole business finance beginner level
129274,aprende a ganar dinero en la bolsa,business finance,all levels,112,16,30,4.0,aprende a ganar dinero en la bolsa business finance all levels
634932,inversión fundamentos del trading para principiantes,business finance,beginner level,285,6,125,1.5,inversión fundamentos del trading para principiantes business finance beginner level
116924,gana en la bolsa con análisis técnico,business finance,beginner level,91,11,25,8.5,gana en la bolsa con análisis técnico business finance beginner level
1174086,precificação calculando valor de venda baseado nos custos,business finance,all levels,32,3,35,3.0,precificação calculando valor de venda baseado nos custos business finance all levels
369726,cómo ganar dinero invirtiendo en bolsa,business finance,beginner level,2740,306,0,2.0,cómo ganar dinero invirtiendo en bolsa business finance beginner level
427040,investiere in tax liens hohe zinsen gesetzl. festgeschrieben,business finance,all levels,59,11,20,1.5,investiere in tax liens hohe zinsen gesetzl. festgeschrieben business finance all levels
1132162,investimento em ações,business finance,beginner level,16,4,20,4.5,investimento em ações business finance beginner level
1206414,excelを使ってビジネスシミュレーション 基礎編,business finance,beginner level,22,5,85,5.0,excelを使ってビジネスシミュレーション 基礎編 business finance beginner level
997128,estrategias de trading en bolsa,business finance,all levels,15,2,25,2.0,estrategias de trading en bolsa business finance all levels
826168,grundlagen der finanziellen unabhängigkeit,business finance,all levels,1059,96,0,1.5,grundlagen der finanziellen unabhängigkeit business finance all levels
1039930,wie du dir auch mit kleinen beträgen ein vermögen aufbaust,business finance,all levels,187,3,70,7.0,wie du dir auch mit kleinen beträgen ein vermögen aufbaust business finance all levels
1232390,corporate ethics,business finance,beginner level,0,0,100,3.5,corporate ethics business finance beginner level
1232312,core financial statement concepts,business finance,intermediate level,0,0,50,1.5,core financial statement concepts business finance intermediate level
1251654,understand core finance principles in 60 minutes,business finance,beginner level,0,0,75,2.5,understand core finance principles in 60 minutes business finance beginner level
712994,learn wave accounting to maintain books properly,business finance,all levels,1089,50,0,3.0,learn wave accounting to maintain books properly business finance all levels
1024862,making tax digital uk hmrc legislation explained,business finance,all levels,743,0,0,1.0,making tax digital uk hmrc legislation explained business finance all levels
123242,surviving introduction to finance,business finance,beginner level,1362,7,0,3.0,surviving introduction to finance business finance beginner level
788720,cost of capital and weighted average cost of capital,business finance,all levels,405,3,0,1.0,cost of capital and weighted average cost of capital business finance all levels
196164,studying the cfa program exams mandarin language version,business finance,all levels,1168,9,0,0.6666666666666666,studying the cfa program exams mandarin language version business finance all levels
1268616,condor broken wing butterfly options trading course system,business finance,all levels,16,0,0,1.5,condor broken wing butterfly options trading course system business finance all levels
1100746,虎の巻 証券取引の 税金のお悩み 解消,business finance,intermediate level,3840,296,25,1.5,虎の巻 証券取引の 税金のお悩み 解消 business finance intermediate level
1005312,１日でマスター 今日からはじめる資産形成,business finance,beginner level,7183,819,20,1.0,１日でマスター 今日からはじめる資産形成 business finance beginner level
624016,trading for a living trading full time transition guide,business finance,intermediate level,483,10,195,3.5,trading for a living trading full time transition guide business finance intermediate level
323916,learn how to use channels to find amazing forex entries,business finance,all levels,172,48,45,1.0,learn how to use channels to find amazing forex entries business finance all levels
743568,financial analysis from scratch to professional,business finance,beginner level,256,29,65,3.5,financial analysis from scratch to professional business finance beginner level
479688,cost accounting labour costing professional course level,business finance,all levels,1542,1,20,2.0,cost accounting labour costing professional course level business finance all levels
1189592,learn how to successfully trade forex in 5 simple steps,business finance,all levels,64,7,95,8.5,learn how to successfully trade forex in 5 simple steps business finance all levels
578534,the intelligent investor,business finance,all levels,384,40,30,10.5,the intelligent investor business finance all levels
791574,succeed in futures even if you don t know where to start,business finance,all levels,3014,19,0,1.0,succeed in futures even if you don t know where to start business finance all levels
379196,binary options beginners guide nadex,business finance,beginner level,454,52,40,2.0,binary options beginners guide nadex business finance beginner level
331968,trading from wall street to your street,business finance,intermediate level,312,24,50,5.5,trading from wall street to your street business finance intermediate level
576636,build your own naked trading forex robot,business finance,all levels,315,28,40,2.0,build your own naked trading forex robot business finance all levels
724596,tax preparation learn fast prepare taxes with confidence,business finance,all levels,609,32,200,2.5,tax preparation learn fast prepare taxes with confidence business finance all levels
822808,tax strategies of the wealthy,business finance,beginner level,207,19,195,1.5,tax strategies of the wealthy business finance beginner level
932274,the ultimate fibonacci trading plan for forex and stocks,business finance,all levels,399,15,200,1.0,the ultimate fibonacci trading plan for forex and stocks business finance all levels
32908,finance and accounting for startups,business finance,all levels,1175,92,50,12.5,finance and accounting for startups business finance all levels
883394,forex calculate lot size like pro,business finance,all levels,543,14,20,0.6,forex calculate lot size like pro business finance all levels
20185,the complete forex trader,business finance,all levels,1634,142,25,7.0,the complete forex trader business finance all levels
188418,tape reading learn how to read the tape for day trading,business finance,all levels,1013,128,195,14.0,tape reading learn how to read the tape for day trading business finance all levels
975982,4 easy daily forex trades a recipe for trading success,business finance,all levels,319,19,200,1.0,4 easy daily forex trades a recipe for trading success business finance all levels
674352,trading robot forex programs in your sleep in live examples,business finance,expert level,1125,11,200,1.5,trading robot forex programs in your sleep in live examples business finance expert level
936884,free options 101 basic of call and put options in 1 hours,business finance,all levels,2481,71,0,1.5,free options 101 basic of call and put options in 1 hours business finance all levels
707644,an intro into trading the financial markets,business finance,beginner level,1006,14,100,1.5,an intro into trading the financial markets business finance beginner level
700140,developing a trading strategy your guide to trading success,business finance,all levels,1044,8,20,2.0,developing a trading strategy your guide to trading success business finance all levels
546656,how to trade commodity and financial futures for a living,business finance,all levels,1240,17,200,2.5,how to trade commodity and financial futures for a living business finance all levels
1041926,how to trade forex like a hedge fund long fx strategies,business finance,all levels,504,5,115,1.5,how to trade forex like a hedge fund long fx strategies business finance all levels
1253868,complete short financial ratio course for financial analysis,business finance,all levels,15,1,200,3.0,complete short financial ratio course for financial analysis business finance all levels
645634,how to build profitable forex automated trading strategies,business finance,all levels,358,8,200,2.5,how to build profitable forex automated trading strategies business finance all levels
528104,stock trading strategies profitable trading in 7 days.,business finance,all levels,80,10,50,5.5,stock trading strategies profitable trading in 7 days. business finance all levels
1053462,management accounting a complete study,business finance,all levels,133,3,150,17.5,management accounting a complete study business finance all levels
148028,become a career day trader asian pacific futures markets,business finance,all levels,207,8,20,3.5,become a career day trader asian pacific futures markets business finance all levels
179824,equity products,business finance,all levels,426,17,50,2.5,equity products business finance all levels
777276,financial accounting part i passing the class,business finance,beginner level,45,10,20,4.5,financial accounting part i passing the class business finance beginner level
174790,accounting 102 guide to business accounting,business finance,intermediate level,1280,1,50,8.5,accounting 102 guide to business accounting business finance intermediate level
247940,monetizing your website how to add cost per action cpa,business finance,all levels,142,4,35,1.0,monetizing your website how to add cost per action cpa business finance all levels
42146,advanced finance and accounting for startups,business finance,intermediate level,188,7,40,6.5,advanced finance and accounting for startups business finance intermediate level
408894,basics of tax in india college level,business finance,all levels,718,5,20,2.0,basics of tax in india college level business finance all levels
176136,trade for a living,business finance,all levels,293,14,20,8.0,trade for a living business finance all levels
929146,learn stock options options made simple 101,business finance,beginner level,93,13,35,5.0,learn stock options options made simple 101 business finance beginner level
260066,banking credit analysis process for bankers,business finance,beginner level,894,62,180,17.5,banking credit analysis process for bankers business finance beginner level
682514,professional forex strategy,business finance,expert level,353,21,50,1.5,professional forex strategy business finance expert level
66383,a beginners guide to technical analysis of stock charts,business finance,beginner level,829,78,40,8.5,a beginners guide to technical analysis of stock charts business finance beginner level
390198,get out of debt the power of using compounding interest,business finance,all levels,1195,3,50,2.0,get out of debt the power of using compounding interest business finance all levels
679238,day trading learn to day trade swing trade in one hour.,business finance,all levels,335,25,95,1.5,day trading learn to day trade swing trade in one hour. business finance all levels
476622,basel norms basel 1 basel 2 basel 3 simplified,business finance,beginner level,500,45,40,4.0,basel norms basel 1 basel 2 basel 3 simplified business finance beginner level
764010,learn to trade forex naked price action wammie trade,business finance,all levels,159,16,40,1.0,learn to trade forex naked price action wammie trade business finance all levels
178776,fixed income securities,business finance,all levels,739,54,50,4.5,fixed income securities business finance all levels
562668,financial accounting made easy for all,business finance,all levels,87,22,20,4.0,financial accounting made easy for all business finance all levels
521952,ultimate guide to trading engulfing candlestick strategy,business finance,all levels,185,36,200,2.5,ultimate guide to trading engulfing candlestick strategy business finance all levels
692268,learn business finance win more work as a business coach,business finance,beginner level,741,4,20,2.0,learn business finance win more work as a business coach business finance beginner level
258174,accounting for depreciation collage level,business finance,all levels,576,1,20,1.0,accounting for depreciation collage level business finance all levels
54677,revealed profitable principles of successful traders,business finance,all levels,1046,5,25,3.0,revealed profitable principles of successful traders business finance all levels
619716,easy market profits 3 step stock investing strategy,business finance,beginner level,486,3,20,3.0,easy market profits 3 step stock investing strategy business finance beginner level
986272,hedge fund trading systems for stocks part one,business finance,all levels,52,8,200,1.5,hedge fund trading systems for stocks part one business finance all levels
466558,bonds for beginners a guide to the bond markets,business finance,beginner level,106,14,20,0.5666666666666667,bonds for beginners a guide to the bond markets business finance beginner level
65113,professional risk manager prm certification level 4,business finance,all levels,38,7,50,8.0,professional risk manager prm certification level 4 business finance all levels
685190,crowdfunding for filmmakers,business finance,all levels,32,6,65,4.0,crowdfunding for filmmakers business finance all levels
179978,how to make it work successfully in capital markets,business finance,beginner level,171,8,50,3.0,how to make it work successfully in capital markets business finance beginner level
248338,introduction to day trading,business finance,beginner level,79,5,50,1.0,introduction to day trading business finance beginner level
455120,life coach business basics finance and operations,business finance,all levels,397,4,195,3.5,life coach business basics finance and operations business finance all levels
273448,learn how to profit in forex with market rhythms,business finance,all levels,85,5,20,1.5,learn how to profit in forex with market rhythms business finance all levels
803028,optimizing investment to maximise your return,business finance,all levels,1696,22,0,0.6333333333333333,optimizing investment to maximise your return business finance all levels
985104,investimento em ações para leigos,business finance,beginner level,201,46,20,2.5,investimento em ações para leigos business finance beginner level
396888,introducción a la contabilidad,business finance,beginner level,1235,31,30,2.5,introducción a la contabilidad business finance beginner level
1001010,forex trading strategia correlazione eur gbp vs gbp usd,business finance,intermediate level,137,39,50,1.5,forex trading strategia correlazione eur gbp vs gbp usd business finance intermediate level
950748,finanzielle unabhängigkeit 2 millionär werden mit investment,business finance,intermediate level,384,37,20,0.7166666666666667,finanzielle unabhängigkeit 2 millionär werden mit investment business finance intermediate level
1250694,カードゲームでカンタンに理解する 経済とお金のキホン,business finance,beginner level,103,3,20,1.0,カードゲームでカンタンに理解する 経済とお金のキホン business finance beginner level
932454,contabilidad rápida y eficaz,business finance,all levels,379,60,40,2.0,contabilidad rápida y eficaz business finance all levels
400464,introducción al trading de opciones,business finance,beginner level,1573,122,100,5.5,introducción al trading de opciones business finance beginner level
1021104,aprenda a investir seu dinheiro,business finance,all levels,150,28,85,2.5,aprenda a investir seu dinheiro business finance all levels
1193056,trader sur le forex avec ichimoku,business finance,beginner level,48,12,90,2.5,trader sur le forex avec ichimoku business finance beginner level
986024,العلوم والمبادئ الأساسية للمهنة الإكتوارية,business finance,beginner level,781,7,25,0.65,العلوم والمبادئ الأساسية للمهنة الإكتوارية business finance beginner level
352782,トレーディングビュー徹底攻略2017年版,business finance,all levels,952,77,55,3.0,トレーディングビュー徹底攻略2017年版 business finance all levels
749468,kostenrechnung lernen leicht gemacht,business finance,beginner level,612,46,40,3.0,kostenrechnung lernen leicht gemacht business finance beginner level
915206,metatrader4 platform training,business finance,beginner level,1819,45,0,1.5,metatrader4 platform training business finance beginner level
615206,professional bookkeeping accounting 1 sales purchases,business finance,all levels,551,22,35,1.5,professional bookkeeping accounting 1 sales purchases business finance all levels
368916,step by step guide to understand how business perform,business finance,intermediate level,788,3,20,0.6333333333333333,step by step guide to understand how business perform business finance intermediate level
787508,how to grow your small business and not run out of cash,business finance,beginner level,408,3,25,1.5,how to grow your small business and not run out of cash business finance beginner level
249934,finance for non finance executives,business finance,beginner level,944,44,180,13.0,finance for non finance executives business finance beginner level
323828,an introduction mt4 email sound notification forex alerts,business finance,intermediate level,323,30,20,0.6166666666666667,an introduction mt4 email sound notification forex alerts business finance intermediate level
1223000,innovators and innovation travel through time,business finance,beginner level,101,0,50,6.0,innovators and innovation travel through time business finance beginner level
772950,learn how to trade the stock market,business finance,all levels,984,3,20,4.0,learn how to trade the stock market business finance all levels
900472,how to earn some bitcoin every time you use a search engine,business finance,all levels,89,23,20,1.0,how to earn some bitcoin every time you use a search engine business finance all levels
796486,super fast accounting the fastest way to do your books,business finance,beginner level,129,21,25,0.5666666666666667,super fast accounting the fastest way to do your books business finance beginner level
871358,financial modeling and valuation complete beginner to pro,business finance,all levels,249,46,50,5.0,financial modeling and valuation complete beginner to pro business finance all levels
931588,learn to trade chart patterns,business finance,intermediate level,75,8,20,2.0,learn to trade chart patterns business finance intermediate level
880202,anatomy and figure drawing for beginners,graphic design,beginner level,2252,240,150,21.0,anatomy and figure drawing for beginners graphic design beginner level
1197206,illustrator cc masterclass,graphic design,all levels,462,50,95,12.0,illustrator cc masterclass graphic design all levels
1117796,typographic logo design in illustrator beginners beyond,graphic design,all levels,1720,40,150,1.5,typographic logo design in illustrator beginners beyond graphic design all levels
1219520,adobe illustrator t shirt design for merch by amazon,graphic design,all levels,390,44,20,1.0,adobe illustrator t shirt design for merch by amazon graphic design all levels
595876,logo design in adobe illustrator for beginners beyond,graphic design,all levels,4297,337,200,7.5,logo design in adobe illustrator for beginners beyond graphic design all levels
1216132,learn adobe illustrator semi automatic mandalas drawing,graphic design,all levels,1076,15,200,1.0,learn adobe illustrator semi automatic mandalas drawing graphic design all levels
1145736,create professional looking infographics with no experience,graphic design,beginner level,9367,104,180,2.0,create professional looking infographics with no experience graphic design beginner level
28556,discover how to draw and paint comics,graphic design,all levels,8901,424,65,62.0,discover how to draw and paint comics graphic design all levels
317278,typographic logos typography and lettering for logo design,graphic design,intermediate level,4235,427,25,1.5,typographic logos typography and lettering for logo design graphic design intermediate level
573064,photoshop in ease create world amazing graphic designs,graphic design,all levels,14440,182,20,3.0,photoshop in ease create world amazing graphic designs graphic design all levels
1120554,canva graphics design essential training for everyone,graphic design,all levels,12340,124,200,2.5,canva graphics design essential training for everyone graphic design all levels
1151326,triangulated bird origami styled bird in adobe illustrator,graphic design,intermediate level,2027,11,195,0.5,triangulated bird origami styled bird in adobe illustrator graphic design intermediate level
590794,illustrator quick tip 10分でkawaiiカメレオンを描こう,graphic design,all levels,381,24,0,0.6,illustrator quick tip 10分でkawaiiカメレオンを描こう graphic design all levels
1181578,deinen roman setzen mit pageplus in 10 einfachen schritten,graphic design,all levels,69,6,0,3.5,deinen roman setzen mit pageplus in 10 einfachen schritten graphic design all levels
1261122,画像加工の初心者でも １日 で初歩を覚えられる無料講座,graphic design,beginner level,21,0,0,1.0,画像加工の初心者でも １日 で初歩を覚えられる無料講座 graphic design beginner level
749542,graphic design bootcamp,graphic design,beginner level,15276,1740,200,8.0,graphic design bootcamp graphic design beginner level
874012,the ultimate drawing course beginner to advanced,graphic design,beginner level,26742,2379,150,11.0,the ultimate drawing course beginner to advanced graphic design beginner level
1046722,ultimate photoshop training from beginner to pro,graphic design,beginner level,5326,447,200,11.5,ultimate photoshop training from beginner to pro graphic design beginner level
820194,photoshop for entrepreneurs design 11 practical projects,graphic design,all levels,36288,737,200,5.0,photoshop for entrepreneurs design 11 practical projects graphic design all levels
62721,anatomy for figure drawing mastering the human figure,graphic design,all levels,15500,754,95,68.5,anatomy for figure drawing mastering the human figure graphic design all levels
371074,sketch 3 from a to z become an app designer,graphic design,all levels,7282,1629,75,3.5,sketch 3 from a to z become an app designer graphic design all levels
20461,how to design a logo a beginners course,graphic design,all levels,10875,650,30,2.5,how to design a logo a beginners course graphic design all levels
416548,logo design masterclass learn logo design + illustrator,graphic design,all levels,8196,479,200,6.5,logo design masterclass learn logo design + illustrator graphic design all levels
1047436,how to draw and sketch for beginners,graphic design,beginner level,1360,175,150,9.0,how to draw and sketch for beginners graphic design beginner level
396204,graphic design masterclass learn graphic design in projects,graphic design,beginner level,6858,382,95,3.5,graphic design masterclass learn graphic design in projects graphic design beginner level
897238,canva graphics design for entrepreneurs design 11 projects,graphic design,all levels,18303,202,200,3.5,canva graphics design for entrepreneurs design 11 projects graphic design all levels
1067516,vector logo design in affinity designer,graphic design,all levels,1789,102,150,3.0,vector logo design in affinity designer graphic design all levels
1008100,how to create a low poly portrait with the pen tool,graphic design,beginner level,293,5,195,1.0,how to create a low poly portrait with the pen tool graphic design beginner level
832870,photo editing in photoshop beginner to advanced in 1 hour,graphic design,beginner level,662,5,20,1.0,photo editing in photoshop beginner to advanced in 1 hour graphic design beginner level
642656,how to create kindle ebook covers with canva,graphic design,beginner level,1279,3,30,1.5,how to create kindle ebook covers with canva graphic design beginner level
428220,how to make professional ebook covers for free,graphic design,all levels,1080,6,20,3.0,how to make professional ebook covers for free graphic design all levels
1184664,design business card in photoshop earn money by doing it,graphic design,beginner level,120,10,50,3.5,design business card in photoshop earn money by doing it graphic design beginner level
65596,learn to create beautiful web interfaces and logos,graphic design,all levels,1085,76,20,1.0,learn to create beautiful web interfaces and logos graphic design all levels
1018358,illustrated logo design,graphic design,intermediate level,447,2,25,1.0,illustrated logo design graphic design intermediate level
16714,color basics for print designers,graphic design,all levels,372,21,20,0.6,color basics for print designers graphic design all levels
657764,digital photo manipulation art and cover design in photoshop,graphic design,beginner level,721,7,50,5.0,digital photo manipulation art and cover design in photoshop graphic design beginner level
231970,drawing perspective for beginners,graphic design,all levels,736,50,150,7.5,drawing perspective for beginners graphic design all levels
981684,adobe indesign cc advanced,graphic design,expert level,114,24,30,3.5,adobe indesign cc advanced graphic design expert level
669174,intro to photoshop for merch by amazon,graphic design,beginner level,331,24,25,1.0,intro to photoshop for merch by amazon graphic design beginner level
185526,microstation células,graphic design,beginner level,0,0,20,0.6166666666666667,microstation células graphic design beginner level
1185898,photoshop creación de efectos 2,graphic design,beginner level,0,0,30,1.0,photoshop creación de efectos 2 graphic design beginner level
1177156,como criar logos de sucesso start designer,graphic design,beginner level,0,0,25,6.0,como criar logos de sucesso start designer graphic design beginner level
177614,super textos con photoshop,graphic design,beginner level,0,0,20,2.0,super textos con photoshop graphic design beginner level
1128984,photoshop aprende a transformar imágenes,graphic design,beginner level,0,0,20,1.0,photoshop aprende a transformar imágenes graphic design beginner level
185528,iníciate en microstation,graphic design,beginner level,0,0,20,1.0,iníciate en microstation graphic design beginner level
872262,adobe photoshop pentru social media,graphic design,beginner level,0,0,20,0.5666666666666667,adobe photoshop pentru social media graphic design beginner level
1137738,photoshop creación de efectos,graphic design,beginner level,0,0,20,1.0,photoshop creación de efectos graphic design beginner level
1185535,cómo crear maquetas con adobe xd,graphic design,beginner level,217,2,0,3.0,cómo crear maquetas con adobe xd graphic design beginner level
896742,aprenda modelagem 3d com o 123d design,graphic design,beginner level,334,26,0,1.0,aprenda modelagem 3d com o 123d design graphic design beginner level
609642,ferramentas visuais,graphic design,beginner level,817,42,0,5.0,ferramentas visuais graphic design beginner level
723818,adobe indesign cc başlangıç,graphic design,beginner level,637,21,0,2.5,adobe indesign cc başlangıç graphic design beginner level
1085646,how to doodle basics and lettering,graphic design,all levels,2358,28,185,1.0,how to doodle basics and lettering graphic design all levels
1062048,mastering photoshop cc 2017 the art of design technology,graphic design,all levels,3721,95,20,6.5,mastering photoshop cc 2017 the art of design technology graphic design all levels
1160004,design a logo for free in inkscape,graphic design,all levels,1148,26,100,2.0,design a logo for free in inkscape graphic design all levels
1087244,foundation skills on adobe illustrator learn fast,graphic design,beginner level,2489,39,50,2.0,foundation skills on adobe illustrator learn fast graphic design beginner level
1169062,how to create amazing cinemagraphs with microsoft powerpoint,graphic design,beginner level,1782,18,30,1.0,how to create amazing cinemagraphs with microsoft powerpoint graphic design beginner level
520468,canva graphic design theory volume1,graphic design,all levels,6975,122,200,2.5,canva graphic design theory volume1 graphic design all levels
693812,master app icon design for iphone ios android devices,graphic design,intermediate level,9464,329,25,2.0,master app icon design for iphone ios android devices graphic design intermediate level
1196852,photoshop how to create stunning collages,graphic design,beginner level,2044,17,20,1.5,photoshop how to create stunning collages graphic design beginner level
1149656,mastering advance photoshop,graphic design,intermediate level,5787,40,20,2.0,mastering advance photoshop graphic design intermediate level
385462,logo designing for your business in an hour,graphic design,all levels,25277,311,20,1.0,logo designing for your business in an hour graphic design all levels
1094930,diy design professional web banners in photoshop 4 beginners,graphic design,beginner level,6944,30,200,1.0,diy design professional web banners in photoshop 4 beginners graphic design beginner level
561188,photoshop cc for beginners a comprehensive crash course,graphic design,beginner level,6028,205,200,2.5,photoshop cc for beginners a comprehensive crash course graphic design beginner level
600486,teoria basica del arte. como pintar ilustraciones digitales,graphic design,beginner level,5104,437,20,1.0,teoria basica del arte. como pintar ilustraciones digitales graphic design beginner level
501140,illustrator cc para novatos desde cero hasta experto,graphic design,all levels,2476,466,150,11.0,illustrator cc para novatos desde cero hasta experto graphic design all levels
405488,photoshop para novatos desde cero hasta experto,graphic design,all levels,3000,470,150,12.0,photoshop para novatos desde cero hasta experto graphic design all levels
1219326,diventa un professionista del graphic design,graphic design,all levels,185,10,200,17.5,diventa un professionista del graphic design graphic design all levels
1029554,formação em design gráfico com corel draw versões x8 2017.,graphic design,beginner level,418,85,45,11.0,formação em design gráfico com corel draw versões x8 2017. graphic design beginner level
1009068,abc do photoshop cc,graphic design,beginner level,431,99,45,7.5,abc do photoshop cc graphic design beginner level
1276020,photoshop para iniciante o básico,graphic design,beginner level,23,2,30,3.0,photoshop para iniciante o básico graphic design beginner level
1202746,curso online de adobe illustrator cc e cs6,graphic design,all levels,126,18,80,13.0,curso online de adobe illustrator cc e cs6 graphic design all levels
1226518,photoshop illustrator cc essentials in arabic,graphic design,beginner level,3329,193,0,3.5,photoshop illustrator cc essentials in arabic graphic design beginner level
870368,photoshop from zero to hero arabic,graphic design,beginner level,720,220,60,12.5,photoshop from zero to hero arabic graphic design beginner level
1223336,photoshop essentials uma introdução detalhada,graphic design,beginner level,800,39,0,2.5,photoshop essentials uma introdução detalhada graphic design beginner level
1257870,photoshop cc 2015 top new features,graphic design,all levels,1477,3,0,0.65,photoshop cc 2015 top new features graphic design all levels
519968,expert guide mastering types feature in illustrator,graphic design,all levels,1552,11,190,2.5,expert guide mastering types feature in illustrator graphic design all levels
656914,cartoon game logo design using photoshop,graphic design,all levels,1076,11,20,2.5,cartoon game logo design using photoshop graphic design all levels
787204,most wanted flat design techniques #2 hipster businessman,graphic design,intermediate level,1016,5,95,1.5,most wanted flat design techniques #2 hipster businessman graphic design intermediate level
380668,all in one premium design course scratch to pro+ edition,graphic design,all levels,919,57,200,5.5,all in one premium design course scratch to pro+ edition graphic design all levels
412864,typography 101 picking the right fonts for business success,graphic design,beginner level,1224,10,75,1.5,typography 101 picking the right fonts for business success graphic design beginner level
463354,editorial illustration tutorial from drawing to photoshop,graphic design,all levels,774,39,45,2.5,editorial illustration tutorial from drawing to photoshop graphic design all levels
636548,kindle ebook cover design and book illustration guide,graphic design,all levels,715,16,120,1.0,kindle ebook cover design and book illustration guide graphic design all levels
